,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
ADORA2B,-2.5467227,3.4748104,-0.09952679,1.1109843,0.32856348,-3.9512854,1.6289406,-1.68512,4.033179,-0.4115846,1.2483436,-2.9405339,5.387058,-0.8087389,5.496263,-7.113272,-1.1820505,1.9411132,1.9944876,2.0388174,1.1094911,2.2540221,5.999361,0.6800651,-2.77791,2.5488741,8.219722,-1.1784841,-2.801947,2.2336247,0.6406157,-0.78381336,-3.1951673,-4.5618243,-0.2638948,0.6858555,1.330224,-1.3706228,-1.998677,-2.685262,1.0009019,0.0734085,7.693959,-3.4555178,-0.9623353,-3.1940787,-0.41744962,-2.88861,0.18692508,-2.2700386,7.0902257,9.040771,2.7899709,7.8796782,0.5405047,9.513179,2.2159245,3.9830172,-0.373268,-1.8980633,-1.1433704,-2.0440521,3.620346,-2.8547168
GNB2,-1.7762454,3.7132542,1.7994219,1.2440856,0.8226611,-3.8196552,0.8271737,-1.507139,4.3444324,0.8260344,0.514276,-4.538813,5.328858,-0.21629258,7.125154,-7.6601415,0.07055215,2.0714006,3.1397505,1.8067557,-0.9199252,4.243837,3.1259751,2.0510402,-4.3436446,2.0217383,10.02096,-1.8937361,-4.8916607,0.124694034,2.0166297,-1.4427049,-1.9899654,-4.337212,-2.4725251,-0.7777611,1.46363,-0.93168044,-2.023031,-4.052035,1.3629534,-0.44710982,7.3517065,-2.1877131,0.15497762,-3.5644062,0.020293377,-6.2503853,1.8554063,-2.1964052,6.8551173,10.314779,2.519024,9.167403,0.8277904,10.127312,0.751212,3.3002214,-0.93312246,-0.025538012,-1.5438546,-3.0400686,3.4300115,-3.049767
LEP,0.20079668,1.4882549,1.083736,-0.15439841,-0.40404552,-2.4542174,1.4076895,-1.7198117,1.2484161,-0.3081093,1.9711227,-2.858889,2.2935054,-0.19525066,2.1324284,-8.352472,-0.3530477,2.057421,-0.44173747,1.300135,-0.4277082,1.0454278,2.6438096,2.0195158,-2.5292244,0.76582134,7.134793,0.88524044,-2.0004976,-0.48746297,1.6526692,-0.71681726,-5.8311543,-5.052447,2.4069452,0.70456624,2.8976681,-0.68688214,-3.0436537,-1.5542102,0.09242815,0.22442576,4.7621613,-3.8149648,0.7701696,-0.9228895,2.6677783,-3.1160216,1.9782066,-3.823197,4.9436097,7.3404193,2.948624,5.884415,0.60098034,5.8340554,-0.54486316,4.6765504,-0.003894059,-3.0089974,-1.5453936,-3.651237,1.7504985,-0.6751505
HTR1A,-3.6621423,4.04956,3.399936,1.3545805,1.3460119,-3.418906,-0.74512094,-1.5506624,4.902602,0.89433885,-0.56740415,-5.5091467,5.0599,0.16001926,8.295021,-6.48638,1.3907353,2.3896136,4.249734,1.4582607,-1.479749,5.1658773,1.4359658,2.6495478,-5.528919,0.85001993,10.18612,-1.7100394,-6.380278,-1.2956795,3.063653,-2.104307,-0.1336282,-3.405263,-4.788748,-1.3960197,0.60423553,-0.4638654,-1.0076067,-5.4488325,1.78515,-0.92726964,6.572123,-0.7244392,1.2988923,-4.5395074,0.4664325,-8.322241,2.835951,-1.2445127,5.6478066,10.462015,1.4399178,9.556759,0.7228142,9.813174,-0.79181945,2.6922169,-1.3594952,1.3763983,-0.8497138,-3.30417,3.4269884,-3.4687214
GNAL,-4.9903936,4.5322876,2.3879466,1.6537971,1.4440027,-3.8457446,-0.7247549,-2.05694,5.686573,0.13436452,-0.4757333,-5.4307556,5.9969993,-0.20767523,8.30218,-6.2343125,0.7571736,2.78101,4.694528,2.387671,0.055093393,4.2103205,4.2642684,1.404985,-5.25267,1.517973,10.096668,-1.6605495,-5.8875427,0.3992492,2.3857813,-1.677775,0.18687226,-3.4685555,-4.3204603,-0.666404,0.34175456,-1.5532597,-0.73398244,-5.3950915,1.6093222,-0.79401004,7.7709274,-1.3846377,0.9257197,-5.2576942,0.0064961836,-7.2011046,1.5338964,-1.3596303,6.737814,11.316729,1.6687075,9.820121,0.6172768,10.891777,0.62664795,3.4869058,-1.7234377,0.28857538,-0.38291168,-2.8293602,4.218644,-3.4614382
HTR7,-6.7932167,5.2705264,2.3965626,2.1873724,1.522853,-4.0620565,-0.95723796,-2.5386393,6.326864,-0.58648235,-0.40006506,-5.5726132,7.0084558,-0.39509445,8.913722,-6.787532,0.21552388,3.010905,5.1630177,2.919214,1.1118593,3.816561,6.514676,1.0650874,-5.4159565,1.9409337,10.573869,-1.7268547,-5.8897805,1.4173371,2.0209463,-1.4889992,-0.5142766,-3.8249822,-4.261159,-0.6855668,0.12755871,-1.9447223,-0.8091222,-5.962252,1.446745,-0.62607455,8.885907,-2.3265953,0.81792307,-6.1789794,0.23215234,-6.713332,1.0655403,-1.3974152,7.821844,12.729335,1.8411775,11.0383625,0.32715344,12.261391,0.96816117,4.4221797,-1.9419118,-1.114229,0.2705555,-3.19792,5.053949,-3.9852276
MAOA,-3.6060257,2.5815456,1.7940974,0.5356369,0.42301518,-2.6645167,-0.7329366,-1.8003533,2.7688413,-0.5353051,0.5629606,-3.7944236,3.5398576,-0.17322175,3.8735194,-6.1359296,0.43449444,2.5680208,1.6198286,1.7264078,0.30530667,1.360638,3.3788416,1.8199418,-3.9475317,0.4725799,7.325325,0.6536199,-2.740434,-0.31757712,1.7940474,-1.0452276,-3.0674386,-3.7370565,-0.6294661,0.20981823,1.4219074,-0.9365378,-1.497525,-3.3816962,0.13884355,-0.40471056,4.95992,-2.4130816,1.6945127,-3.15518,1.908898,-4.424215,1.8838317,-2.2144895,4.5567245,8.410278,1.8821634,6.507622,0.047603358,6.694001,-0.44189745,4.2233233,-0.9262431,-2.2886946,-0.6144407,-3.2294297,2.8610027,-1.5829136
CPX-2175,-5.617074,5.133485,3.409293,2.1006835,1.9107143,-3.8289955,-1.2686878,-2.2554932,6.452321,0.73851126,-1.2066557,-6.370296,6.3868985,-0.15105247,9.560201,-6.9667554,1.2675601,2.7754176,5.4561906,2.5251715,-0.66958547,5.3183756,3.772661,2.0130882,-6.271027,1.5525435,11.449692,-2.0136368,-6.714277,-0.12659086,3.1001635,-1.9653941,0.94692546,-3.7503126,-5.428944,-1.2863785,0.09859075,-1.517174,-0.55786633,-6.461415,1.9378378,-1.036253,8.22699,-0.8059873,1.5131724,-5.972353,-0.1405201,-8.983561,2.300182,-1.0844423,7.243067,12.858718,1.6777325,11.154554,0.7017548,12.605473,0.38572425,3.5401366,-2.2804267,0.70040286,-0.19664869,-3.4859126,4.6954956,-3.7992668
CPX-271,-5.294299,5.0808372,3.501594,2.0250463,1.8966516,-3.7622006,-1.2149693,-2.2363257,6.4139314,0.79515636,-1.1966069,-6.394549,6.155991,-0.12846817,9.563765,-6.8355,1.4083356,2.813881,5.417747,2.403464,-0.880195,5.322094,3.3112488,1.9202672,-6.2115426,1.3671377,11.399309,-2.079417,-6.8493247,-0.32754984,3.2560303,-2.0253484,1.2310084,-3.6582716,-5.479303,-1.2323784,0.077499285,-1.5505519,-0.42791128,-6.4740686,2.055138,-0.9646077,8.100648,-0.747189,1.5893574,-5.746742,-0.010530509,-9.17446,2.2942913,-1.1212955,7.106484,12.772097,1.7077546,10.956671,0.8083038,12.42392,0.22129549,3.2988737,-2.2382793,0.968938,-0.30663213,-3.3838642,4.469471,-3.741261
CPX-272,-5.180105,4.9288387,3.4408019,1.9562563,1.8745629,-3.7973914,-1.1628758,-2.140606,6.2762733,0.921473,-1.1467128,-6.247284,6.1560297,-0.09969925,9.466297,-6.8597794,1.3408958,2.770284,5.3923593,2.378909,-0.9598669,5.353273,3.324919,2.0176702,-6.1272707,1.3787627,11.3477545,-2.1174614,-6.770918,-0.39919794,3.1638021,-1.9835712,1.0114443,-3.67135,-5.4469695,-1.3052639,0.15445569,-1.4248787,-0.5585914,-6.383764,1.9981395,-1.0174516,7.9470177,-0.79423606,1.5445083,-5.657747,-0.03880671,-9.016644,2.3644416,-1.1045407,7.0132256,12.546034,1.6722199,10.861471,0.76068646,12.218407,0.24144763,3.241604,-2.1884108,1.0168407,-0.39302233,-3.3891728,4.482366,-3.7607446
CPX-273,-5.3256054,5.0724883,3.3197799,1.9919047,1.9096501,-3.9321027,-1.2265347,-2.0459633,6.2757554,0.76541656,-1.1251255,-5.9805326,6.258933,-0.22416979,9.638645,-6.7443976,1.1611556,2.5383701,5.3082166,2.3444178,-0.7877631,5.41851,3.420226,2.0682592,-6.104868,1.4362988,11.316063,-2.1704907,-6.5830193,-0.20211908,2.9138143,-1.9268655,0.86227965,-3.7397733,-5.5355887,-1.2498477,0.0028558783,-1.3422842,-0.54722947,-6.3497667,2.060868,-0.9846133,8.03489,-0.84894174,1.425231,-5.7325497,-0.2023981,-8.828148,2.3037019,-0.98575556,7.0410075,12.522783,1.8056233,11.058418,0.61661047,12.424225,0.304845,3.1554327,-2.0904028,0.9650418,-0.39269555,-3.3833551,4.7379837,-3.9707031
CPX-276,-5.344915,5.0827894,3.5653026,2.0271082,1.9247323,-3.8539538,-1.2076037,-2.2183428,6.4750533,0.7965902,-1.212185,-6.320019,6.1316104,-0.14627492,9.692508,-6.839252,1.4270754,2.7078109,5.365629,2.374013,-0.89153385,5.421252,3.2541463,1.9956701,-6.2808123,1.3180348,11.407494,-2.1600423,-6.8634963,-0.34409592,3.2505956,-1.9986006,1.2619708,-3.6434922,-5.5996614,-1.2188072,-0.07025418,-1.4917327,-0.35395345,-6.517053,2.1356921,-0.935901,8.016985,-0.72266257,1.5132616,-5.712515,-0.11636089,-9.217579,2.300155,-1.0583192,7.0876017,12.720778,1.7083209,11.041922,0.79087317,12.44269,0.1751853,3.1878653,-2.2107427,1.100991,-0.37088937,-3.3746092,4.582245,-3.8272228
HTR4,-4.2985663,4.5643525,0.7993615,1.4115885,1.1449447,-4.3287034,0.5881694,-1.2993026,4.6613436,0.36314473,0.5738288,-4.29824,6.54091,-0.4379472,7.783285,-5.7575426,-0.65804935,2.2047524,4.15572,2.2063155,0.47100875,3.6213498,5.7862825,1.0354129,-4.220797,2.4071958,9.592773,-2.0504975,-4.5674863,1.527097,0.7635516,-1.3094736,-1.4884351,-4.0267005,-3.3671823,-0.074534684,0.43528494,-1.1288575,-1.7391081,-3.9515061,1.9665284,-0.71415603,8.476924,-2.4985783,-0.54589236,-4.7452116,-0.6539611,-4.7553988,0.5710057,-1.168075,7.895144,10.593878,2.5407205,10.401907,-0.14625624,10.993516,1.7161866,3.4533515,-0.6417716,-0.8273145,-0.91276044,-2.118712,4.5131545,-3.615252
DRD2,-3.7833838,4.1192527,2.6148841,1.5272557,0.99357444,-3.8023877,0.19577266,-1.6592288,5.0186496,0.5371567,-0.36942586,-5.5091815,5.7391667,-0.072742596,7.976417,-7.230403,0.5967975,2.5365188,4.1714263,1.8559108,-0.7120321,4.348577,3.278751,2.1243684,-5.268692,1.603925,10.513332,-1.8014256,-6.083538,0.23800234,2.596793,-1.8519285,-0.6890342,-3.7531862,-3.852266,-1.0445808,0.65206105,-1.2315922,-1.2379715,-4.965642,1.6933374,-0.41112915,7.409854,-1.495323,0.5225947,-4.5460114,0.08372793,-7.417052,2.245021,-1.5428654,7.0195723,11.075072,1.8010719,9.757085,0.8991609,10.477024,0.21346681,3.3381796,-1.3406478,0.3428315,-0.90256345,-3.2908335,3.537671,-3.137761
CPX-3156,-1.2718265,2.9109128,3.1043413,0.63639253,0.7777505,-3.676385,0.38555223,-0.007987499,3.518713,2.3534136,-0.4622927,-4.937875,4.842902,0.6559985,8.14682,-6.379446,1.2680254,1.3171067,3.824349,0.31007603,-2.9542463,5.8881016,-1.0207275,3.5418863,-5.346691,1.0268289,10.197118,-2.4934592,-6.231377,-1.7690551,2.8098314,-2.3262224,-0.6558908,-3.299111,-5.5727353,-2.0720315,0.9508244,0.48061198,-1.5862558,-4.367121,2.058677,-1.1726464,5.7366614,0.15882578,0.46163586,-3.4308984,-0.62101495,-8.5681715,3.4835525,-0.83542055,5.267966,9.093936,1.2207444,8.704874,0.5978253,8.498373,-0.96708935,1.0657212,-0.29972315,2.787072,-2.28948,-2.9035156,2.364172,-3.2645054
GNAS,-1.2502171,2.5825858,1.2366275,0.28500518,0.23383369,-3.1664255,1.064874,-1.7354864,2.7457285,-0.6689861,1.0994022,-3.1442022,3.2977448,-0.40673876,4.1351967,-6.724006,0.09292223,2.310803,1.1988051,1.2601231,-0.031412162,2.101163,2.8716848,1.5666529,-3.1094499,0.6862829,7.374409,-0.10283319,-3.6718268,-0.2963709,1.6041291,-1.2247769,-3.085898,-4.3223357,-0.056050144,0.69332373,1.6847792,-0.96501863,-1.5318329,-2.4632273,1.1651522,-0.07529535,5.299602,-2.742319,0.30963227,-1.9326098,1.472185,-4.000648,1.6791754,-2.6209745,4.9507885,7.347019,2.3430855,6.506288,0.872107,6.813053,-0.20077793,3.735013,-0.27777946,-1.0814692,-1.1406198,-2.652599,2.2519443,-1.8685564
CYP2C19,-7.8290277,2.8146727,-0.562374,1.2425656,-1.0933472,-2.6934793,-0.60942847,-3.1916585,2.7912176,-2.9602857,1.7952784,-1.9592818,6.0956426,0.084875986,1.9280931,-5.5555887,-1.8393682,3.0532503,0.46969685,2.1113467,5.1157436,-3.318007,10.154497,0.077123895,-2.6016417,1.4944183,5.8862824,1.5653127,0.98078096,2.4689188,0.107572496,0.07218957,-6.4779778,-3.302253,1.6934335,0.68548584,1.3271098,-0.73598737,-2.972049,-2.9056401,-2.3377237,-0.42649046,6.723608,-5.4915175,0.31137764,-4.631873,2.5637567,1.1510463,-1.3388287,-3.2491872,5.457707,8.76961,1.2098393,6.0992064,-1.0754205,6.118425,1.49632,6.1772346,-0.40518677,-7.3146753,0.5506026,-2.2393804,3.791851,-2.3199706
SRC,1.0924711,1.9077681,1.5444413,0.047778416,-0.4374825,-2.7552984,2.300756,-1.5420325,1.6202323,-0.08458493,1.6116762,-3.4904206,2.4131236,0.0693716,3.245486,-8.657753,0.10280082,2.1493886,0.0694297,0.70507586,-1.0885123,2.1801631,1.4682361,2.432615,-2.9194062,0.9332152,8.006144,0.017870994,-3.7319155,-0.9145335,2.2086349,-1.295518,-4.476382,-5.0579424,1.3962004,0.35472274,2.417897,-0.7738143,-2.604458,-1.7256985,1.0123682,0.3636411,5.017525,-3.086148,-0.026115607,-0.7556884,2.1446722,-4.253269,2.4188328,-3.7266645,5.4143915,7.600438,2.79433,6.3351226,1.2766523,6.382099,-0.9333772,3.9931846,0.14091973,-1.5045714,-1.7899759,-3.374215,1.2581766,-1.0452147
HTR1D,-4.4624214,4.7762675,2.319958,1.8029848,1.6373957,-3.6229832,-0.31882903,-1.9607569,5.934754,0.191271,-0.33979282,-5.305764,5.872918,-0.3927555,8.489504,-6.8137345,0.5601295,2.4032552,4.5399594,2.3560715,-0.31074202,4.5733557,3.8989425,1.3873736,-5.001714,1.7687091,10.29828,-1.7341118,-5.7505417,0.7861336,2.3607397,-1.6096104,0.07355704,-3.7022064,-3.915651,-0.58288455,0.33032566,-1.4627167,-0.7804065,-5.129905,1.7588261,-0.31094447,8.034634,-1.6290687,0.8403643,-5.0124807,-0.27892363,-7.2959824,1.466128,-1.347694,7.113871,11.473583,2.082723,10.276048,0.6043156,11.643058,0.82953274,3.3807604,-1.6595511,0.18185157,-0.51460403,-3.0513585,4.0400505,-3.468871
MAOB,-3.6127348,2.668595,1.8639305,0.63290715,0.38847297,-2.6803577,-0.72902983,-1.7394476,2.895541,-0.24090701,0.35400048,-4.0274954,3.8546922,-0.03548267,4.231214,-6.0084386,0.45663798,2.5763495,1.991088,1.6820654,0.084123164,1.6430044,3.1755762,1.8476071,-4.1057067,0.6041273,7.591555,0.32772693,-3.0772943,-0.4054639,1.8763914,-1.2001375,-2.6761682,-3.5453873,-1.2534689,-0.07382915,1.3240805,-0.85840076,-1.5319853,-3.5604956,0.23535103,-0.51610917,5.010013,-2.0927346,1.595517,-3.3600743,1.678749,-4.828719,1.9636133,-2.1097717,4.715929,8.552308,1.6573659,6.6442947,0.11494093,6.7481227,-0.37231386,3.9542356,-0.93853694,-1.8878819,-0.75793546,-3.1353343,2.830416,-1.7049528
CPX-8432,-1.3111051,2.7934754,3.4666786,1.0641254,0.8119683,-1.6690675,-0.2728985,-2.5631564,2.7188413,-0.39530858,-0.2162488,-4.5450635,2.7828016,0.6741126,4.927025,-7.2563124,1.3071783,4.274622,2.3533936,1.4584228,-0.98097694,3.1639147,1.9384923,3.0002904,-4.214215,0.42175385,8.743177,-0.15541376,-6.0029254,-2.2818317,3.50128,-2.6230488,-1.711207,-4.0418005,-1.0400671,-1.1504558,1.861323,-1.4276778,-1.922246,-4.4305053,0.8324716,-1.0985279,5.2516575,-1.8828193,1.9370553,-3.1840692,3.5820446,-5.9187,3.718391,-3.4585037,4.728383,8.710599,1.1344491,6.6959443,1.4160435,6.8224874,-2.6750429,4.6044917,-1.5194691,-0.97897047,0.110229306,-3.5908945,1.9321166,-2.101654
SLC6A2,-3.917416,3.3537092,2.1864169,0.8945635,1.4582225,-3.1343908,-0.83789647,-1.9511086,3.7391407,-0.60079914,0.62197316,-3.682995,3.940966,-0.4170131,5.225001,-6.401951,0.5323163,2.7514534,2.5922706,1.9342428,0.06179203,2.5620112,3.993885,1.594219,-3.930022,0.15001032,7.817358,-0.14330857,-3.6638157,-0.66231906,1.5581253,-1.0849794,-2.6907916,-4.1397195,-1.1351683,0.44556803,1.4455417,-0.8335115,-1.2412579,-4.0652733,0.8327503,-0.6778343,5.7285933,-2.7436059,1.8108197,-3.2689435,1.6589298,-4.6743712,2.0403166,-1.8231882,4.946906,8.589227,2.1026099,7.890134,0.10952048,7.9623733,-0.59728855,4.2978144,-1.2872679,-1.5089757,-0.32021308,-3.6299825,3.721126,-2.6760254
DAO,-7.50177,2.6671252,1.5785512,0.6389685,0.15624273,-1.767363,-2.9513803,-2.1449094,3.1449697,-0.82614404,-1.2437966,-4.6866612,4.286475,0.11175661,3.3139238,-2.9903831,1.2922702,3.094518,2.434354,2.17443,1.9160247,-0.6300201,4.208027,0.9554877,-5.233074,0.57963693,6.5453935,1.7854888,-1.3531985,0.6291276,2.1916668,-1.1514665,-0.16683869,-1.7107031,-2.6110659,-0.055470787,0.00383519,-1.5822762,-0.026248023,-4.4826903,-0.700412,-0.996699,4.3621902,-0.28549722,3.292026,-5.37056,1.4022598,-5.2948956,0.88801575,-1.0496111,3.4778342,9.282336,0.09032253,4.952624,-0.90449506,5.703921,0.2226535,3.7656007,-1.7416418,-3.06217,0.16321063,-2.2361588,2.9745302,-0.62256557
SNAP25,-2.1737487,2.8520336,2.9163842,0.6277247,0.84466493,-3.0885453,-0.31863734,-0.831358,3.1885695,1.2182649,-0.19906741,-4.703935,3.8605394,0.32585782,6.3769784,-6.1556044,1.2700304,2.1147146,3.0349777,0.8432928,-1.9449964,4.1557193,0.42767775,2.7118409,-4.728128,0.33122972,8.990509,-1.209697,-5.2525434,-2.0619774,2.6769938,-1.8274382,-1.2198744,-3.6074088,-3.717088,-0.8767872,1.1038045,-0.07389702,-1.2723846,-4.195026,1.5835218,-0.96694446,4.9580364,-0.79809034,1.3896457,-3.0238705,0.8903643,-7.211533,3.146639,-1.3907537,4.840206,8.829373,1.5688804,7.8656807,0.48616287,7.5421596,-1.1744549,2.350816,-0.6758676,0.874889,-1.5137012,-3.2391253,2.6759923,-2.474997
