,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
ADORA2B,1.5061502,-1.4198966,-0.06517652,-0.23296732,-2.7322648,-2.3298926,1.6768686,-0.8123812,-0.28520998,0.5176339,-0.36310253,-1.2236696,-0.76665926,1.2639802,-0.90329796,2.482797,-2.8169203,1.0658687,-0.5876702,1.5075107,0.7747666,-0.35819525,-2.439151,0.9077547,-0.33486465,1.1766769,1.8460493,1.4284011,1.5682955,-2.135717,-1.183017,-1.1619377,2.1917953,-0.6982783,-2.7322454,-0.65488464,-2.847451,-1.7886786,0.23661351,0.1424939,1.0107353,2.0902076,-0.22383954,-1.1777903,2.2748058,-1.3650513,-0.7180955,-0.48381948,0.44007662,2.566737,-3.7375734,0.63574386,-0.7026019,0.76300764,0.20309426,0.26023653,0.46377364,0.2598046,1.8491215,0.82265,-1.5078686,1.5064043,-0.60793483,-0.3643568
GNB2,3.2286177,-0.66189426,-4.8831134,1.8055612,-5.8100715,-2.659908,2.2647958,-0.6735737,-1.1247718,0.37336093,1.2968206,-1.963028,-1.2481463,3.3307433,-2.9705572,7.5078225,-4.812943,0.33354163,0.19430797,1.1417538,0.4992621,-2.4021308,-4.0378284,3.492785,0.043062937,0.5639871,1.5084243,3.370849,2.1464975,-2.5385947,-4.5293717,-3.5217264,3.7294743,-0.8305166,-6.1026077,1.9800446,-6.4009724,-4.8244557,1.7269303,-0.74840534,-0.025850005,4.7258234,-0.005175329,-1.6683489,4.255212,-3.125076,-0.9674159,-0.55756843,-0.55896086,3.612074,-6.4718237,-0.89438033,-3.1302876,2.3001199,-0.825514,-1.629588,2.6697521,0.39509466,1.0745835,1.351758,-1.6936948,3.3659391,0.046544902,-0.6997281
LEP,2.3484068,1.3171822,-2.8281312,3.154886,-2.464357,-0.68487453,0.4253997,2.3731945,-0.6440771,0.11218485,0.86131907,-1.0181501,1.5422695,1.4677008,-2.834267,3.638782,-1.075592,1.149838,0.5758499,-0.16385445,-1.1389272,-1.6817179,-0.80288213,1.9092702,1.2665486,-0.91178286,-1.7306027,2.5529237,0.53113025,-0.8011069,-3.1306717,-1.2944404,1.890116,-1.2827744,-4.0763974,0.3321713,-5.691544,-2.0634744,2.9513607,-0.7496739,1.1540829,-0.39636597,0.2930173,-0.7037853,1.5184294,0.6548432,-1.2219895,-1.8184651,-0.168509,2.209936,-3.1484752,0.2883674,-1.1269214,0.48736364,1.8302202,-0.9202961,0.22103252,-1.3189275,1.424185,1.34528,-1.549016,0.60814095,0.6825987,-0.77972585
HTR1A,4.0500493,-0.5498233,-6.8646646,2.6790535,-6.8503556,-2.7522,2.4965177,-0.9178265,-1.1211815,0.50189215,2.0117364,-2.592393,-1.8310338,4.1609936,-3.5184214,9.189429,-6.004854,0.5601099,0.32397956,1.0628573,0.76929426,-2.741787,-4.590403,4.399268,0.097381085,0.75452936,1.8959148,4.5610213,2.1720946,-3.2226686,-6.063587,-4.333229,4.164962,-1.7384446,-7.884185,2.6076555,-7.5799174,-6.291852,1.879811,-1.1113435,0.33935776,5.7338467,-0.13888335,-2.0695531,5.4801865,-3.93994,-0.8283981,-0.61748135,-0.68856925,4.455679,-7.8339047,-1.1024832,-4.3318167,2.32227,-1.4365367,-2.192328,3.211638,0.5547964,0.7928887,2.2609098,-2.166383,3.9825082,0.21808176,-0.6224885
GNAL,2.9085557,-1.4720399,-5.2530656,0.66413313,-6.876624,-3.6426451,3.001616,-2.040784,-0.9298474,0.6177771,1.8354963,-2.599792,-2.7941904,3.4611492,-2.7702632,8.9905815,-6.264428,-0.05990167,0.24155003,1.8458061,1.2288778,-2.4720817,-5.262409,3.690147,-0.60186,1.2432567,2.906204,3.777786,2.483991,-3.1931434,-5.178554,-4.207083,4.2954473,-0.97212976,-7.138972,2.905287,-6.4622836,-6.192631,1.3223647,-0.4338743,-0.10379182,7.133086,0.02696957,-2.099148,5.4400115,-4.5960455,-0.7480707,-0.35140178,-0.9329775,3.7183263,-7.5884213,-1.662302,-4.484572,2.7375932,-2.127781,-1.5714754,3.4947581,1.0507705,1.1357896,0.8222548,-1.9119537,4.8134933,-0.10869083,-0.9572756
HTR7,2.4537992,-1.7205555,-4.8130584,0.28969473,-6.6470513,-3.929496,3.107048,-2.2186372,-0.62073267,0.6682031,2.14545,-2.7187386,-3.212888,2.8712437,-2.6345556,8.859166,-6.3958797,-0.14030251,0.3680711,2.1326544,1.2508968,-2.417004,-5.4894247,3.1496952,-0.5667676,1.3962313,3.1550505,3.9349313,2.2685432,-3.16178,-5.1917253,-4.1095843,4.031131,-1.279818,-7.4713964,3.1059768,-6.3661404,-6.416215,1.342815,-0.24032378,0.30572578,7.589006,0.0042815944,-2.2882075,5.619705,-4.558746,-0.46153373,-0.6099329,-1.106974,3.650875,-7.7407417,-1.823813,-4.71726,2.5812595,-2.3546662,-1.3876822,3.6516304,1.1904703,1.708053,0.55335176,-2.3182619,5.07953,-0.043864675,-1.3741503
MAOA,2.4901083,0.39688724,-3.2929652,2.2079947,-3.7077136,-1.5095904,1.3594009,0.7020319,-0.5374337,0.68144095,1.2879907,-1.8671494,0.033105105,1.8885638,-2.6749878,5.244613,-2.990196,0.8537304,0.3891579,0.57896495,-0.13501275,-1.5502797,-2.1374626,2.0229266,0.6532039,-0.007004034,-0.32156765,3.0161693,0.93989795,-1.9364427,-3.8300087,-1.9637055,2.7089436,-1.8044409,-5.109655,0.9534605,-5.7869983,-3.3691044,2.371429,-0.5007465,0.98924184,1.8843352,0.07619193,-1.4277445,3.0396283,-0.8546036,-0.9603295,-1.7196097,-0.33628115,2.8389037,-4.590689,-0.1327612,-2.5671384,0.66120374,0.54712826,-0.8241642,1.1003695,-0.6574156,1.4029938,1.1166621,-1.7884712,2.0134032,0.37249073,-0.6542866
CPX-2175,3.5220883,-1.2852851,-6.2293363,1.5770836,-7.208411,-3.4390764,2.891418,-1.825874,-0.92180735,0.51901513,2.068833,-2.6261406,-2.7519848,3.9169824,-3.0532045,9.528799,-6.5987663,0.007332079,0.15782699,1.7418386,1.2400774,-2.7092452,-5.457553,4.0951905,-0.30779585,1.1671045,2.8346024,4.3945775,2.4229217,-3.4128833,-5.7174606,-4.545335,4.4450684,-1.3824284,-7.7826614,3.0974574,-7.162776,-6.5452437,1.4336073,-0.7850156,0.038196597,7.136115,-0.23881698,-2.081203,5.741641,-4.6363935,-0.63006234,-0.36878592,-0.79954416,4.318184,-8.195159,-1.5204556,-4.629101,2.8052983,-2.0464146,-1.9572396,3.8084245,1.1351153,1.1008767,1.4756725,-2.2077994,4.7141347,0.027585862,-0.8650056
CPX-271,3.5781066,-1.0876615,-6.30737,1.7516935,-7.105182,-3.2667127,2.7615705,-1.6709003,-0.958195,0.5153004,2.0607316,-2.5854626,-2.5579379,3.9522567,-3.1132233,9.49222,-6.41954,0.00526293,0.16559522,1.6382564,1.1474499,-2.702487,-5.3227587,4.1194115,-0.24637122,1.0374364,2.5505662,4.345979,2.4123783,-3.3813648,-5.7039533,-4.507055,4.4464426,-1.4103338,-7.6718016,3.05816,-7.233077,-6.4518514,1.5330735,-0.8193107,-0.026456073,6.872894,-0.22268973,-2.0033784,5.6089215,-4.482364,-0.6593762,-0.43004686,-0.74385893,4.2963414,-8.081524,-1.5100982,-4.595458,2.7589347,-1.9125849,-1.9793669,3.7170696,1.072565,1.052851,1.4922329,-2.1440492,4.6376967,0.0254319,-0.7766763
CPX-272,3.2277584,-1.2760789,-5.635721,1.3722663,-6.8287196,-3.3518372,2.7983706,-1.7428428,-0.82396364,0.5640351,2.007621,-2.4998465,-2.6565166,3.5465078,-2.8754401,9.037333,-6.235224,-0.033670627,0.15489846,1.7554363,1.1538337,-2.5398679,-5.2799215,3.6464891,-0.27334452,1.1351635,2.6530392,4.156418,2.2528963,-3.2638168,-5.3187203,-4.267309,4.284722,-1.382713,-7.4007354,2.975003,-6.851371,-6.189631,1.4442241,-0.66514665,0.094167605,6.8608904,-0.21864878,-2.0185072,5.468502,-4.2710624,-0.58260787,-0.5520654,-0.7604541,4.074595,-7.8034067,-1.4391841,-4.4324017,2.607869,-1.8474026,-1.7237163,3.613207,1.0789063,1.2744274,1.2064576,-2.2395732,4.5431166,-0.039676696,-0.8915062
CPX-273,3.6913006,-1.0962675,-6.6537476,1.8698862,-7.356265,-3.2748199,2.8447878,-1.6678628,-0.96806604,0.52751446,2.2235656,-2.6814911,-2.6755202,4.0499363,-3.2479424,9.827629,-6.605336,-0.098885655,0.21502429,1.6485102,1.1374521,-2.8721776,-5.484539,4.220575,-0.18259147,1.0661665,2.5690951,4.548445,2.3673866,-3.450222,-5.9441237,-4.6938157,4.5723996,-1.5490525,-7.9714327,3.318617,-7.528008,-6.709912,1.624362,-0.88088965,-0.051410988,7.1361637,-0.2390342,-2.0978346,5.8482385,-4.622863,-0.60503125,-0.48203734,-0.82602954,4.3564253,-8.316905,-1.6121938,-4.851378,2.8102436,-2.004528,-2.071465,3.9529047,1.1091405,1.0368896,1.4922336,-2.2733011,4.774072,0.094140045,-0.8327585
CPX-276,3.5792565,-1.3003068,-6.2168207,1.5852497,-7.2000504,-3.4311385,2.8453312,-1.8233488,-0.9503123,0.491276,1.9488579,-2.5531685,-2.7196536,3.9871714,-3.0417325,9.480572,-6.5518394,-0.011640746,0.13230956,1.7347107,1.2540438,-2.67496,-5.481489,4.0832176,-0.33176258,1.1399957,2.8039489,4.33553,2.4244478,-3.3925662,-5.619586,-4.5941486,4.4537835,-1.344779,-7.7114882,3.0444334,-7.1460648,-6.4586987,1.3739294,-0.7908977,-0.0036101006,7.0604315,-0.2628325,-2.0584624,5.6833534,-4.604431,-0.651919,-0.38990098,-0.7717865,4.3552914,-8.170682,-1.4669458,-4.5518985,2.8392084,-1.991213,-1.983117,3.7866366,1.1740898,1.0547067,1.5509921,-2.197274,4.59426,-0.019608159,-0.8394992
HTR4,1.7143157,-1.9443965,-1.1880325,-0.5776899,-3.9994607,-2.9298728,2.2910457,-1.9243764,-0.47716942,0.68002725,0.17942274,-1.5712407,-1.9212675,1.6308247,-1.1615262,4.3551283,-4.1481705,0.45697594,-0.34247506,1.873578,1.3279629,-0.7470155,-3.8067255,1.0694757,-0.7021822,1.4917923,2.7207658,1.8455837,1.6210341,-2.6608963,-1.9564384,-2.1308599,2.7284367,-0.58367044,-3.8016741,0.5428085,-3.2683923,-2.8372204,0.09463957,0.20674372,0.4408433,4.3092265,-0.22141209,-1.6562233,3.4184582,-2.5585637,-0.4536546,-0.5045552,-0.05047316,2.8766468,-4.8268585,0.022980347,-1.8572624,1.3245782,-0.68056774,-0.13990226,1.6022491,0.7509978,1.546218,0.45499456,-1.5901392,2.465569,-0.7329183,-0.5485489
DRD2,3.7606628,-0.7418223,-7.9801106,2.487522,-8.223445,-3.7691214,3.1853044,-1.4635187,-1.1555613,0.40484202,3.101988,-3.062824,-2.8729446,4.269429,-3.9824283,11.46901,-7.148045,-0.17908955,0.9460367,1.6005619,0.80561966,-3.6935077,-5.8531837,5.0913005,0.10815243,0.8694474,2.617447,5.4505754,2.4655302,-3.1767678,-7.31115,-5.272637,4.817845,-1.5659028,-9.623464,4.3880258,-8.817439,-8.167043,2.408796,-1.0853636,0.18328582,8.184957,-0.060261276,-2.2865791,6.5495963,-5.0859256,-0.73216915,-0.68193835,-1.3764027,4.4877057,-9.117104,-2.3244889,-5.833523,3.2739103,-2.4456227,-2.7165148,4.3988566,1.0049292,1.1039407,1.4828725,-2.6081781,5.6310067,0.59414554,-1.4056774
CPX-3156,4.8338203,-1.8737824,-5.622286,2.0138476,-7.243597,-2.8735871,3.0404756,-1.6904068,-1.3207817,0.8823103,0.66669196,-2.5312693,-1.9236963,4.7450066,-3.065579,8.36329,-6.6678925,0.8256441,-0.6395488,1.4120847,1.5277177,-2.1432314,-5.0490637,4.0521855,-0.44734764,1.4956696,2.885509,3.7129104,2.6570318,-4.1155925,-4.762265,-4.194438,4.638852,-1.2925432,-6.6446934,1.2879636,-6.747437,-4.879412,0.8267698,-1.023189,-0.3996778,5.5345764,-0.55352646,-2.478543,5.6045623,-4.3305316,-0.9879918,-0.026447719,-0.26515934,5.161011,-8.132178,0.1449153,-3.063754,2.4260845,-1.2431477,-1.6702846,3.2926018,0.69726026,0.68196243,2.5245833,-1.7883496,3.3586957,-0.4246212,0.17174403
GNAS,2.3239517,0.28507763,-2.6022022,2.244542,-3.1650455,-1.6191636,1.2090464,0.98572505,-0.73552144,0.119477816,0.6658667,-1.3865861,0.49628612,1.794382,-2.4306502,4.1099987,-2.306134,1.1890248,0.4250759,0.5322464,-0.41944653,-1.3230276,-1.8670516,1.823934,0.52714545,-0.19827789,-0.23051524,2.5842023,0.9668266,-1.5867757,-3.1076493,-1.7262894,2.2842321,-1.2993506,-4.4763036,0.09734659,-5.2569113,-2.552418,2.1926854,-0.43281132,1.3159112,0.8988492,0.099537544,-1.1227684,2.177796,-0.44050398,-1.0393115,-1.4316411,-0.08594828,2.7861857,-4.0424557,0.26814023,-1.4557931,0.9056064,1.040232,-0.9009634,0.425179,-0.6461903,1.4447936,1.6311094,-1.8448806,1.3342433,0.19526465,-0.7839752
CYP2C19,0.8845065,-0.93806773,-0.71588534,-1.6874297,-3.3770154,-3.0604756,2.0305393,-1.6107568,-0.61865735,1.2073574,0.62801474,-1.6385001,-0.96558017,0.8526957,-1.415068,4.372375,-3.6174102,-0.64462286,0.2060344,2.0159574,0.5987632,-0.9932438,-3.0807557,1.1786734,-0.57161736,0.50200313,1.0256729,1.0905821,1.6820116,-1.8969151,-2.0635257,-1.6730326,2.776202,-0.3703322,-3.3854334,0.7673205,-3.8965297,-3.0158796,0.83447754,0.5775236,-0.26639834,3.7747078,0.24326105,-2.0873208,2.9394984,-2.155521,-0.7833362,-1.2455865,-0.94340634,1.6145644,-3.9783394,-1.227695,-3.0343802,1.4255577,-0.9706822,0.10977262,1.4220494,0.16973342,1.8687035,-1.414538,-0.795248,3.3823059,-0.2855788,-0.9867773
SRC,2.8173516,1.2860128,-3.7974758,3.6523263,-3.2235415,-0.93767524,0.6738598,2.1673071,-0.99096495,-0.15649155,1.016704,-1.0914036,1.4168868,2.1094873,-3.2019212,4.6139407,-1.5668437,1.0924214,0.806087,-0.20252016,-1.19123,-2.1239052,-1.3342962,2.5488253,1.2163235,-0.9722296,-1.4638917,2.9335923,0.76055616,-0.8860346,-3.7210264,-1.9149809,2.1903467,-1.05548,-4.8186693,0.616868,-6.3090177,-2.606707,3.1054397,-0.992326,1.017752,0.13169907,0.28199908,-0.8327725,1.8266057,0.14165582,-1.260361,-1.5978725,-0.26590258,2.5779173,-3.7402585,0.059282858,-1.2873935,1.071345,1.6063027,-1.5083364,0.6724328,-1.1282225,1.2210555,1.8040435,-1.6585146,0.9852683,0.71494937,-0.85207856
HTR1D,2.1621895,-1.7869912,-3.6038282,0.15759179,-5.588442,-3.4645772,2.7888868,-2.1111763,-0.61776274,0.28747442,1.2381179,-2.2062283,-2.7761028,2.5702958,-1.9607562,6.9996357,-5.4536247,0.23280554,0.030614082,2.099909,1.2561785,-1.7112944,-4.898058,2.5438976,-0.6863998,1.4621177,3.1072967,3.2318604,2.1086223,-3.0250478,-3.9236536,-3.4696324,3.5565996,-1.092409,-5.9859905,2.0325751,-4.990599,-5.097782,0.7491313,-0.1401164,0.6285647,6.189213,-0.1884038,-1.8215084,4.625946,-3.8633192,-0.29820544,-0.29979938,-0.44349107,3.434254,-6.6789556,-1.0397335,-3.3703082,2.2119756,-1.7002485,-0.92925775,2.681694,1.3739724,1.525179,1.0037793,-2.1775954,4.0846887,-0.37322626,-0.98423517
MAOB,2.672849,0.32571015,-3.6709056,2.3539333,-4.021054,-1.6526097,1.467665,0.66783875,-0.58862334,0.65948606,1.348053,-1.9727743,-0.11223193,2.0923185,-2.8153362,5.646588,-3.2590635,0.89888024,0.43438232,0.6225282,-0.09384375,-1.677872,-2.34285,2.23206,0.6310271,0.025329128,-0.15733354,3.2319264,1.02327,-2.0545347,-4.113954,-2.1874979,2.846583,-1.8511434,-5.49686,1.0904281,-6.0750995,-3.6529498,2.4518504,-0.5390594,1.0336698,2.1837397,0.08369321,-1.4843704,3.264722,-1.0881127,-0.9768437,-1.684937,-0.38855833,3.0494766,-4.95818,-0.19451508,-2.7343242,0.8138268,0.45388198,-0.96760267,1.233819,-0.599492,1.3938295,1.2806971,-1.9093345,2.1503317,0.3846269,-0.7300776
CPX-8432,3.008977,0.7410566,-4.8342795,3.4093432,-4.146324,-1.7764733,1.3355505,1.7428284,-1.4624777,-0.694113,0.9468584,-1.4845744,0.7875882,2.798056,-3.447634,5.700738,-2.5282521,1.3463705,1.1927629,0.1552154,-0.90108496,-2.2657447,-2.0377567,3.0892563,0.6775215,-1.0153941,-0.4893462,3.3316498,1.1003797,-1.2366738,-4.4590473,-2.5958107,2.6134226,-0.78804106,-5.830338,0.7389122,-6.456867,-3.2051454,3.107093,-0.7699419,1.1152767,1.0701466,0.27364647,-1.0552182,2.3197105,-0.8489894,-1.4187758,-1.2268198,-0.68619347,3.1400285,-4.830198,-0.19312805,-1.5974718,1.8893745,1.1963639,-1.8263228,0.73296016,-0.7821383,0.6973518,2.4312677,-1.7422113,1.5672997,0.56178045,-1.1173174
SLC6A2,2.4667296,-0.21993986,-2.3506727,1.9744595,-3.2392654,-1.6294873,1.4823365,0.64644426,-0.18052655,0.7939657,0.85349244,-2.0717187,-0.23667954,1.5224862,-2.2391095,4.173443,-3.1413941,1.6083546,-0.02013492,0.8499543,0.2546916,-0.83879054,-2.0206795,1.2274338,0.5017546,0.5038705,0.2971972,3.0348332,0.77568156,-2.4878244,-3.405198,-1.5567825,2.3727767,-2.5393367,-4.9805293,-0.016839813,-5.185575,-2.86324,1.9185787,-0.26861304,1.9092126,1.4275712,-0.13995273,-1.5517551,3.0654888,-0.56172556,-0.7204418,-1.7833595,0.08961056,3.3621726,-4.801457,0.7697191,-1.9752809,0.07169612,0.8099706,-0.3182454,0.5139815,-0.59244937,1.8256685,1.7476404,-2.3284652,1.4556468,0.062233455,-0.598052
DAO,2.2709274,-1.1439772,-3.0110195,-0.28329137,-5.318645,-3.0293362,2.530046,-1.8396944,-0.7132533,1.2530445,1.0636067,-2.1336615,-1.8821801,2.4528449,-2.1048696,6.7868814,-4.8079467,-0.3803754,-0.0074346177,1.5531586,1.1842818,-1.6907147,-3.8674414,2.7360852,-0.5074903,1.0977609,1.9753592,2.422083,2.1238265,-2.3621964,-3.4823308,-2.7052195,3.7895207,-0.2747898,-4.9071493,1.8873762,-4.8380723,-4.3610115,1.0363603,-0.18024611,-0.5106541,5.3131223,-0.04228811,-1.8554072,4.28691,-3.227676,-1.1108985,-0.5571117,-0.77705836,2.5926175,-5.415379,-1.2020055,-3.8320215,1.7007959,-1.3307716,-0.59499747,2.3923924,0.254529,1.0193304,-0.35328883,-0.91007304,3.6658103,-0.10402067,-0.44494537
