GO,Term_Name_Clean,P-value,Z-score,Combined_Score
GO:0045892,Negative Regulation Of DNA-templated Transcription,1.1298693506988556e-25,1.974902000712722,113.44335817584157
GO:0019646,Aerobic Electron Transport Chain,3.114387532165669e-25,26.19857871157114,1478.3489827349156
GO:0016570,Histone Modification,1.0037972926209609e-24,14.775467904098994,816.4665307945357
GO:0065003,Protein-Containing Complex Assembly,3.5345648610235904e-24,3.122397476340694,168.6077527564979
GO:1903507,Negative Regulation Of Nucleic Acid-Templated Transcription,9.170004013503518e-24,2.606619987269255,138.27103625709512
GO:0043161,Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process,9.7322575811398e-24,3.136298266351458,166.18177024051934
GO:0018107,Peptidyl-Threonine Phosphorylation,1.6100516024613072e-23,38.07822866841537,1998.4669446871733
GO:0045333,Cellular Respiration,4.030149368493983e-23,11.52503808073115,594.2961225439435
GO:0006325,Chromatin Organization,5.134226568265494e-23,3.4138147566719,175.209016999757
GO:0051240,Positive Regulation Of Multicellular Organismal Process,5.335629424449926e-23,2.7734335003204484,142.23567651453607
GO:0006119,Oxidative Phosphorylation,5.825160819381356e-23,24.100710095708557,1233.8905747667832
GO:0051094,Positive Regulation Of Developmental Process,8.89026248024987e-23,3.7159184951575743,188.6739057297752
GO:0051347,Positive Regulation Of Transferase Activity,9.325447845129892e-23,5.565920398009951,282.34083073779925
GO:0043066,Negative Regulation Of Apoptotic Process,1.8388340560659791e-22,2.471103991180473,123.67317090443056
GO:0001934,Positive Regulation Of Protein Phosphorylation,2.6852323771074463e-22,2.7622054059929004,137.19626972100778
GO:0018108,Peptidyl-Tyrosine Phosphorylation,3.520664835480475e-22,17.81125915468102,879.8445373914383
GO:0009967,Positive Regulation Of Signal Transduction,2.1065554823540338e-21,3.264946537616761,155.44159982858895
GO:0000122,Negative Regulation Of Transcription By RNA Polymerase II,2.411431420393008e-21,2.028899511975936,96.32011021401944
GO:0051052,Regulation Of DNA Metabolic Process,2.6615960189076777e-21,5.992706393544382,283.906628778585
GO:1902533,Positive Regulation Of Intracellular Signal Transduction,3.1111202367374928e-21,2.321578022680083,109.6232986141702
GO:0043069,Negative Regulation Of Programmed Cell Death,4.283837817424233e-21,2.666049117733445,125.03620439230563
GO:0042327,Positive Regulation Of Phosphorylation,1.6009304821222017e-20,3.463898839066074,157.8883777343147
GO:0016573,Histone Acetylation,2.541202501866997e-20,18.685899413761184,843.0903002350489
GO:1901701,Cellular Response To Oxygen-Containing Compound,6.535380265039393e-20,2.511959084975712,110.96446457011191
GO:0050954,Sensory Perception Of Mechanical Stimulus,7.438328520941976e-20,8.203712296983758,361.3329650464208
GO:0018210,Peptidyl-Threonine Modification,2.0316061760662286e-19,13.1524926686217,566.0870995608512
GO:0007605,Sensory Perception Of Sound,3.0734095340825524e-19,7.487376237623763,319.15936452983203
GO:0008202,Steroid Metabolic Process,3.0734095340825524e-19,7.487376237623763,319.15936452983203
GO:0000724,Double-Strand Break Repair Via Homologous Recombination,6.119559607968028e-19,5.88605836530139,246.84731806072563
GO:0006302,Double-Strand Break Repair,6.365097261787644e-19,4.063559287323367,170.25617429504524
GO:0030098,Lymphocyte Differentiation,7.4227764964198815e-19,7.382242846094354,308.16850591680407
GO:0045596,Negative Regulation Of Cell Differentiation,1.6276925780937262e-18,3.455343314403717,141.5286792733047
GO:0080135,Regulation Of Cellular Response To Stress,2.842044855218115e-18,5.870948472311334,237.1981063319993
GO:1902459,Positive Regulation Of Stem Cell Population Maintenance,2.88195819486865e-18,80.8152993689395,3263.9732957634774
GO:0001932,Regulation Of Protein Phosphorylation,3.609343950956941e-18,2.948910829023664,118.43712228476952
GO:0060261,Positive Regulation Of Transcription Initiation By RNA Polymerase II,5.070614498472858e-18,19.496779164740328,776.4215948382903
GO:0045595,Regulation Of Cell Differentiation,9.402813797324365e-18,3.50833982852689,137.54629674897814
GO:2000779,Regulation Of Double-Strand Break Repair,1.0261117799415116e-17,7.067037724180581,276.44958233313264
GO:0007169,Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway,1.7610088730794433e-17,2.779483249059962,107.22707075278988
GO:0043549,Regulation Of Kinase Activity,1.9860552751904577e-17,7.218498332384284,277.6075376158993
GO:0048523,Negative Regulation Of Cellular Process,2.046156182660473e-17,2.113489517467712,81.21714047517072
GO:2000144,Positive Regulation Of DNA-templated Transcription Initiation,2.2197383139736373e-17,14.521196238631108,556.8378831725356
GO:2000036,Regulation Of Stem Cell Population Maintenance,2.2197383139736373e-17,14.521196238631108,556.8378831725356
GO:0006120,"Mitochondrial Electron Transport, NADH To Ubiquinone",2.884945964334092e-17,457776.0,17434142.79357723
GO:0045739,Positive Regulation Of DNA Repair,2.9599115519596605e-17,6.7300114851135255,256.1360749258113
GO:2000781,Positive Regulation Of Double-Strand Break Repair,4.757575942992663e-17,7.108028532155609,267.14962494097614
GO:0010498,Proteasomal Protein Catabolic Process,6.166614266488378e-17,3.133041848844472,116.94014985657844
GO:0030334,Regulation Of Cell Migration,6.360867357596881e-17,2.2610896596585746,84.32458447863621
GO:0007417,Central Nervous System Development,8.608870894848287e-17,2.721792086176821,100.68222860953227
GO:0098655,Monoatomic Cation Transmembrane Transport,9.69134311009944e-17,2.726727969624444,100.54185937113488
GO:0010506,Regulation Of Autophagy,1.1413654759417007e-16,2.946558248631744,108.16560794166186
GO:0008285,Negative Regulation Of Cell Population Proliferation,1.318601687406734e-16,2.368228940343907,86.59379302424949
GO:0098662,Inorganic Cation Transmembrane Transport,1.3403214825529075e-16,2.69963977820051,98.66765482483652
GO:0006366,Transcription By RNA Polymerase II,2.139920358280168e-16,3.326834157310941,120.0341487936458
GO:0043967,Histone H4 Acetylation,3.44381570393481e-16,38.320818587475,1364.4043694503464
GO:0010257,NADH Dehydrogenase Complex Assembly,4.3047281967458063e-16,13.625841954655511,482.10473677585145
GO:0032981,Mitochondrial Respiratory Chain Complex I Assembly,4.3047281967458063e-16,13.625841954655511,482.10473677585145
GO:0070925,Organelle Assembly,5.844397280070331e-16,2.49230803781975,87.41989271156535
GO:0006418,tRNA Aminoacylation For Protein Translation,6.903779972289027e-16,70.40018455859736,2457.62062806786
GO:0051054,Positive Regulation Of DNA Metabolic Process,1.0654943289039982e-15,4.938235294117647,170.24732864055937
GO:0006261,DNA-templated DNA Replication,1.182120665845635e-15,8.15295258668195,280.2289358529501
GO:0060260,Regulation Of Transcription Initiation By RNA Polymerase II,1.2325685748033497e-15,11.060419235511716,379.7006102253028
GO:0045597,Positive Regulation Of Cell Differentiation,1.6629182226858013e-15,2.605356862920744,88.66082129251596
GO:0009060,Aerobic Respiration,1.9056723180979645e-15,10.162571296439031,344.449597272349
GO:0018212,Peptidyl-Tyrosine Modification,1.981963191211025e-15,11.921725731895224,403.6063114019073
GO:0042274,Ribosomal Small Subunit Biogenesis,2.0794598398918066e-15,6.230341418198671,210.6270852677428
GO:0043065,Positive Regulation Of Apoptotic Process,2.2657327765751743e-15,2.6520863631278666,89.43068113841775
GO:0031146,SCF-dependent Proteasomal Ubiquitin-Dependent Protein Catabolic Process,2.8312575991590205e-15,20.19932276435278,676.6380330156052
GO:0007507,Heart Development,3.066394415694535e-15,3.3982390238066755,113.5632827503468
GO:0007268,Chemical Synaptic Transmission,3.077208710801736e-15,2.6255411255411256,87.73180943938904
GO:0042113,B Cell Activation,3.310544655220797e-15,5.567556036481682,185.63158083588743
GO:0010629,Negative Regulation Of Gene Expression,3.4907125633298105e-15,2.38660927469493,79.44704977346531
GO:0034470,ncRNA Processing,4.415846753957789e-15,5.087793690161879,168.16977942432098
GO:0050953,Sensory Perception Of Light Stimulus,4.641899077937336e-15,4.987871287128713,164.61797231298192
GO:0043933,Protein-Containing Complex Organization,5.198239426559781e-15,4.160570365778053,136.8430582083774
GO:0031401,Positive Regulation Of Protein Modification Process,6.803783242765474e-15,2.855825952643081,93.16074823274164
GO:0007259,Receptor Signaling Pathway Via JAK-STAT,8.497562725754345e-15,35.19747769916949,1140.3629747588052
GO:0071407,Cellular Response To Organic Cyclic Compound,1.1253719909157443e-14,3.5691215616681453,114.63332350393256
GO:1902099,Regulation Of Metaphase/Anaphase Transition Of Cell Cycle,1.8288061421727513e-14,64.1588009223674,2029.5050620860927
GO:0030071,Regulation Of Mitotic Metaphase/Anaphase Transition,2.1538856037033533e-14,12.433323067446874,391.2632220051746
GO:0000723,Telomere Maintenance,2.1970730220964223e-14,7.32990899275027,230.51878634995123
GO:0033674,Positive Regulation Of Kinase Activity,2.3223316615894714e-14,4.675433168316832,146.7787703251429
GO:0046651,Lymphocyte Proliferation,2.531550784865239e-14,24.157052761113675,756.2935286943699
GO:0006511,Ubiquitin-Dependent Protein Catabolic Process,4.511384968491829e-14,2.2226319432519657,68.3005619073768
GO:0007601,Visual Perception,4.8729961805043824e-14,4.69108887181585,143.79351871362556
GO:0051091,Positive Regulation Of DNA-binding Transcription Factor Activity,6.920098419555753e-14,2.6231664637966654,79.48656406212471
GO:0006915,Apoptotic Process,7.580799112746342e-14,2.718120805369128,82.1159861544257
GO:0022607,Cellular Component Assembly,7.58759592244719e-14,2.551697168778351,77.08594600354606
GO:0098916,Anterograde Trans-Synaptic Signaling,8.192580136179225e-14,2.912952745561686,87.77589560952403
GO:0098586,Cellular Response To Virus,1.0184457489964445e-13,7.406061406986477,221.55476002371464
GO:0000165,MAPK Cascade,1.0223931777449921e-13,4.707854050711194,140.81878848660656
GO:0007420,Brain Development,1.2074379645685961e-13,3.1699460422475747,94.29037938874671
GO:0032206,Positive Regulation Of Telomere Maintenance,1.396288333771122e-13,9.900662251655628,293.05751047168684
GO:0030183,B Cell Differentiation,1.5297612039038993e-13,6.7405922270203575,198.904729072853
GO:0043966,Histone H3 Acetylation,2.0245669170066365e-13,22.769644779332616,665.5168791153152
GO:0060048,Cardiac Muscle Contraction,2.0657986217320798e-13,32.077017678708685,936.9083973351104
GO:0000725,Recombinational Repair,2.1448111766163042e-13,4.725843415232106,137.85547380024835
GO:0071363,Cellular Response To Growth Factor Stimulus,2.232499691860019e-13,3.2949852507374637,95.9845161587629
GO:0098659,Inorganic Cation Import Across Plasma Membrane,2.247161497621739e-13,4.406124342715744,128.32369370096717
GO:0030335,Positive Regulation Of Cell Migration,2.2560763177585254e-13,2.4552612302394743,71.49715557964524
GO:2000819,Regulation Of Nucleotide-Excision Repair,2.272975519175336e-13,350064.0,10191243.953085013
GO:0032200,Telomere Organization,2.452723442658088e-13,7.256821334977648,210.71201920561677
GO:0006289,Nucleotide-Excision Repair,2.774711796783842e-13,8.478662763826836,245.1440794798389
GO:0001501,Skeletal System Development,2.849604493566056e-13,3.3580646215165477,97.00248518748236
GO:0060047,Heart Contraction,3.4184363631824463e-13,14.908430769230767,427.93790256149646
GO:1901990,Regulation Of Mitotic Cell Cycle Phase Transition,4.009292483537138e-13,5.064271814671815,144.5595955043904
GO:0010569,Regulation Of Double-Strand Break Repair Via Homologous Recombination,4.875444917960874e-13,6.106894956038871,173.12677637600214
GO:0006275,Regulation Of DNA Replication,6.153592877849987e-13,5.704520907267397,160.39156191852143
GO:0034243,Regulation Of Transcription Elongation By RNA Polymerase II,6.7644673660303e-13,5.5320987654320986,155.02004388614066
GO:0043254,Regulation Of Protein-Containing Complex Assembly,7.522848044969134e-13,3.809722867316922,106.3509336424362
GO:0010605,Negative Regulation Of Macromolecule Metabolic Process,8.281065049786745e-13,2.883394763295199,80.21498877892938
GO:0006476,Protein Deacetylation,9.233319835207845e-13,14.492078141824337,401.5868984923176
GO:0051247,Positive Regulation Of Protein Metabolic Process,1.351629475691364e-12,2.7770859277708597,75.8969536962017
GO:0071345,Cellular Response To Cytokine Stimulus,1.5840719343516684e-12,2.2577910407270507,61.34649096574554
GO:0001819,Positive Regulation Of Cytokine Production,1.6019247724176704e-12,2.223771018880917,60.39720997979811
GO:0030326,Embryonic Limb Morphogenesis,1.6030924433513684e-12,21.383089930822443,580.7451906721882
GO:0097696,Receptor Signaling Pathway Via STAT,1.717136254377658e-12,29.998309512832336,812.6650995213315
GO:2000045,Regulation Of G1/S Transition Of Mitotic Cell Cycle,1.9167123907963987e-12,4.038045159294772,108.94811276066368
GO:0033108,Mitochondrial Respiratory Chain Complex Assembly,2.0662841148915826e-12,4.595480824396487,123.6426488464016
GO:0140888,Interferon-Mediated Signaling Pathway,2.2774900827206464e-12,9.205665024630544,246.78498118698084
GO:0034599,Cellular Response To Oxidative Stress,2.9963845295931498e-12,3.709620359519756,98.42963734301526
GO:0017015,Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway,3.475820164636139e-12,3.834253617669459,101.16751268793531
GO:0048015,Phosphatidylinositol-Mediated Signaling,3.958773548238108e-12,6.494097703806442,170.50309921720668
GO:0097553,Calcium Ion Transmembrane Import Into Cytosol,4.148871589882375e-12,4.812979314603273,126.13945095333808
GO:0035522,Monoubiquitinated Histone H2A Deubiquitination,4.211225061118301e-12,53.769278033794166,1408.3930840133255
GO:0035521,Monoubiquitinated Histone Deubiquitination,4.211225061118301e-12,53.769278033794166,1408.3930840133255
GO:0032508,DNA Duplex Unwinding,4.315462056560578e-12,12.075834487002,316.0102993789037
GO:0035520,Monoubiquitinated Protein Deubiquitination,4.492590302285689e-12,20.690132185674763,540.6040155973942
GO:0007167,Enzyme-Linked Receptor Protein Signaling Pathway,4.6195797305890266e-12,3.523112553354788,91.95576506142024
GO:0000302,Response To Reactive Oxygen Species,5.2394707305902175e-12,5.974872822568213,155.19613034571455
GO:1903241,U2-type Prespliceosome Assembly,6.561685100177583e-12,309672.0,7973983.912224922
GO:0072359,Circulatory System Development,1.1738531982929663e-11,3.300232378001549,83.06072488927694
GO:2000573,Positive Regulation Of DNA Biosynthetic Process,1.1998948985934055e-11,5.852034525277436,147.15644260242982
GO:0043068,Positive Regulation Of Programmed Cell Death,1.2187189763099664e-11,2.3951271621677144,60.191068252073386
GO:0010564,Regulation Of Cell Cycle Process,1.2744208053330103e-11,3.3244114002478318,83.39599894384554
GO:0034614,Cellular Response To Reactive Oxygen Species,1.6652956882550276e-11,5.133779853705826,127.41237300301896
GO:0033138,Positive Regulation Of Peptidyl-Serine Phosphorylation,1.9463471945076824e-11,4.292240846840323,105.8573110824081
GO:0043039,tRNA Aminoacylation,2.0124788784807005e-11,296208.0,7295327.207509656
GO:1903506,Regulation Of Nucleic Acid-Templated Transcription,2.2056437174462887e-11,1.8983036252475676,46.57946692640612
GO:0018393,Internal Peptidyl-Lysine Acetylation,2.965542319279826e-11,11.382285099184992,275.9222539690671
GO:0045621,Positive Regulation Of Lymphocyte Differentiation,2.965542319279826e-11,11.382285099184992,275.9222539690671
GO:0050821,Protein Stabilization,3.345380221714084e-11,2.524864660707541,60.9018960599896
GO:0042100,B Cell Proliferation,3.4967196317214e-11,19.30485556238476,464.7954928062709
GO:0032870,Cellular Response To Hormone Stimulus,3.777435521410527e-11,4.019848625270312,96.47391762039392
GO:0048732,Gland Development,3.8208197519267724e-11,4.900061690314621,117.54253786558532
GO:0006367,Transcription Initiation At RNA Polymerase II Promoter,3.9473645382733436e-11,4.777531872656915,114.44762908130654
GO:0043408,Regulation Of MAPK Cascade,4.3010783982294576e-11,2.5340841409930155,60.48749940102951
GO:2000026,Regulation Of Multicellular Organismal Development,4.9777345686701964e-11,6.0767714109673445,144.1620504325769
GO:0070897,Transcription Preinitiation Complex Assembly,4.9777345686701964e-11,6.0767714109673445,144.1620504325769
GO:0051093,Negative Regulation Of Developmental Process,5.1239386053586275e-11,3.58070202566878,84.84298933836088
GO:0007187,"G Protein-Coupled Receptor Signaling Pathway, Coupled To Cyclic Nucleotide Second Messenger",5.957876990246026e-11,7.341388333076805,172.84360464988538
GO:0030097,Hemopoiesis,6.455098868456766e-11,3.746716118065214,87.9113197287191
GO:0042254,Ribosome Biogenesis,6.483020022116319e-11,2.8781355163607723,67.51889936982043
GO:2001252,Positive Regulation Of Chromosome Organization,7.099527437145537e-11,14.99692638696788,350.4542915460109
GO:0050871,Positive Regulation Of B Cell Activation,7.299689479858706e-11,6.902709359605911,161.11340715779613
GO:0042789,mRNA Transcription By RNA Polymerase II,7.722769045710788e-11,11.035670356703568,256.9574513920186
GO:0060271,Cilium Assembly,7.892187808119027e-11,2.318666883786571,53.9381336202293
GO:0061024,Membrane Organization,9.360782915766217e-11,2.743362831858407,63.34947963044095
GO:0051123,RNA Polymerase II Preinitiation Complex Assembly,1.0084799538448751e-10,6.213427779488759,143.01699438129293
GO:1901653,Cellular Response To Peptide,1.0084799538448751e-10,6.213427779488759,143.01699438129293
GO:0031328,Positive Regulation Of Cellular Biosynthetic Process,1.0271698134760362e-10,2.681496378411079,61.67185229089128
GO:0030003,Intracellular Monoatomic Cation Homeostasis,1.0299573692479258e-10,2.5698958171357487,59.098181316429184
GO:0042110,T Cell Activation,1.6859324080617332e-10,3.4096843314409417,76.72994101240062
GO:1900182,Positive Regulation Of Protein Localization To Nucleus,1.7879174874948678e-10,4.710144927536232,105.71825805378172
GO:0031098,Stress-Activated Protein Kinase Signaling Cascade,1.8924607747571635e-10,269280.0,6028633.356112332
GO:0007399,Nervous System Development,2.043519501467208e-10,1.8619916305064452,41.54322551626754
GO:0006941,Striated Muscle Contraction,2.6184465069566353e-10,5.798768093624885,127.93978451830944
GO:0061337,Cardiac Conduction,2.782731606794832e-10,7.451446153846154,163.94983217884666
GO:0098930,Axonal Transport,2.9470632801669484e-10,9.45844315586013,207.56592998010925
GO:0051169,Nuclear Transport,2.9470632801669484e-10,9.45844315586013,207.56592998010925
GO:0043410,Positive Regulation Of MAPK Cascade,3.2264050792864584e-10,2.058505893980666,44.987580811925696
GO:0071763,Nuclear Membrane Organization,3.2831922257290523e-10,24.807125307125308,541.7140571630664
GO:0016578,Histone Deubiquitination,3.3102051139278237e-10,11.99664976179499,261.8729574778749
GO:2000147,Positive Regulation Of Cell Motility,3.3690960075915504e-10,2.3414862128057328,51.07063923080727
GO:0040029,Epigenetic Regulation Of Gene Expression,3.64945498163614e-10,4.0722331209910285,88.49481005303913
GO:0019221,Cytokine-Mediated Signaling Pathway,3.695331385079604e-10,2.199560274828233,47.771767234056846
GO:0001822,Kidney Development,3.8338827426129506e-10,4.615230460921843,100.06730163950228
GO:0006913,Nucleocytoplasmic Transport,4.0812295672530077e-10,6.555555555555555,141.72752274686252
GO:0022618,protein-RNA Complex Assembly,4.1614049533420005e-10,2.7916666666666665,60.2999949289827
GO:0033043,Regulation Of Organelle Organization,4.68052058691286e-10,3.531930973148337,75.87450082943155
GO:0009411,Response To UV,4.68052058691286e-10,3.531930973148337,75.87450082943155
GO:0016575,Histone Deacetylation,5.162229832941449e-10,10.3427605287427,221.1745795182133
GO:0031396,Regulation Of Protein Ubiquitination,5.234448660753886e-10,3.2542137003247253,69.54446483901607
GO:0009299,mRNA Transcription,5.340932241173971e-10,7.817594586281144,166.90916792585892
GO:0032786,"Positive Regulation Of DNA-templated Transcription, Elongation",5.952215229184876e-10,5.659830638953041,120.22661751073905
GO:0043280,Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process,6.197531278004598e-10,3.3098292957622064,70.17400744286043
GO:0043433,Negative Regulation Of DNA-binding Transcription Factor Activity,7.387340258157645e-10,2.758777708882344,58.00628955644235
GO:0090068,Positive Regulation Of Cell Cycle Process,7.509175396860811e-10,3.135071004261901,65.86698050423583
GO:0022613,Ribonucleoprotein Complex Biogenesis,7.509175396860811e-10,3.135071004261901,65.86698050423583
GO:0044782,Cilium Organization,7.563509070443221e-10,2.27212550378653,47.72035153084301
GO:2001056,Positive Regulation Of Cysteine-Type Endopeptidase Activity,7.672466502241707e-10,4.905780473367983,102.9635644681716
GO:0045580,Regulation Of T Cell Differentiation,8.135890914845513e-10,6.773538461538462,141.76721810998333
GO:1902806,Regulation Of Cell Cycle G1/S Phase Transition,8.150312865807237e-10,4.316990440949738,90.34508930303625
GO:0006364,rRNA Processing,8.479801580727385e-10,3.438729296592322,71.82874108242771
GO:0070316,Regulation Of G0 To G1 Transition,8.687833105258451e-10,11.58119237861094,241.6291567233157
GO:0071705,Nitrogen Compound Transport,8.770574144824417e-10,2.62622187742436,54.76840930932828
GO:0051896,Regulation Of Protein Kinase B Signaling,9.083563032982223e-10,2.877749973508962,59.912982933729694
GO:0006754,ATP Biosynthetic Process,9.310006608644235e-10,23.769844925533548,494.2882472952815
GO:0007346,Regulation Of Mitotic Cell Cycle,9.40147508414302e-10,3.011761064685856,62.59940653258167
GO:0045911,Positive Regulation Of DNA Recombination,1.095116438385346e-09,6.050832208726946,124.84322158220084
GO:0120031,Plasma Membrane Bounded Cell Projection Assembly,1.1276746613151088e-09,2.098199026611874,43.22942145772857
GO:0048666,Neuron Development,1.160591152205919e-09,2.716132263334248,55.88261875058781
GO:0001558,Regulation Of Cell Growth,1.2239331637273643e-09,2.252680963231279,46.22770815570905
GO:0048514,Blood Vessel Morphogenesis,1.2256202413856303e-09,5.766947382308318,118.33671532325728
GO:0086002,Cardiac Muscle Cell Action Potential Involved In Contraction,1.3832124439381175e-09,13.439324116743473,274.14685332192033
GO:0016236,Macroautophagy,1.3941558250553371e-09,3.318665018541409,67.670821228062
GO:0051128,Regulation Of Cellular Component Organization,1.6039536640680403e-09,2.6660696517412936,53.99002788202253
GO:0043067,Regulation Of Programmed Cell Death,1.8535975467155195e-09,2.3761549395877752,47.77529785666387
GO:0032438,Melanosome Organization,1.870784418274684e-09,8.864564577752404,178.15033894776855
GO:0065002,Intracellular Protein Transmembrane Transport,1.921378067292461e-09,6.584371635133056,132.14980811828357
GO:0071417,Cellular Response To Organonitrogen Compound,2.433854905275997e-09,3.237480780246616,64.21151216259344
GO:0031063,Regulation Of Histone Deacetylation,2.739946864214633e-09,41.32289748311848,814.6944492506799
GO:0086091,Regulation Of Heart Rate By Cardiac Conduction,3.1511374293214342e-09,7.355473554735547,143.9870899341465
GO:0001654,Eye Development,3.381065773101893e-09,4.993225558121632,97.39323830236911
GO:0006351,DNA-templated Transcription,3.3937847858058583e-09,2.322278723073411,45.28750069905688
GO:0045582,Positive Regulation Of T Cell Differentiation,3.641985822183506e-09,4.555884165126309,88.52418586929356
GO:0032968,Positive Regulation Of Transcription Elongation By RNA Polymerase II,3.8331971625073186e-09,6.827341227125942,132.31091410555052
GO:0033044,Regulation Of Chromosome Organization,3.8331971625073186e-09,6.827341227125942,132.31091410555052
GO:0071396,Cellular Response To Lipid,3.8689665547006655e-09,2.192675460941546,42.47273413177405
GO:0043406,Positive Regulation Of MAP Kinase Activity,4.265556637762236e-09,3.4750733137829912,66.97402165572026
GO:0071902,Positive Regulation Of Protein Serine/Threonine Kinase Activity,4.299759233174127e-09,2.9821400958713467,57.45005460763954
GO:0009267,Cellular Response To Starvation,4.569177783891325e-09,2.858077474389777,54.88632708151077
GO:0071375,Cellular Response To Peptide Hormone Stimulus,4.575656991720096e-09,3.517283950617284,67.54069973362174
GO:1905168,Positive Regulation Of Double-Strand Break Repair Via Homologous Recombination,4.672180614387279e-09,8.567762190168828,164.34372936567183
GO:0010595,Positive Regulation Of Endothelial Cell Migration,5.2163219137374585e-09,3.6099073364453433,68.84625137395649
GO:0051130,Positive Regulation Of Cellular Component Organization,5.275444645480713e-09,3.021117436335164,57.58311122506738
GO:0034504,Protein Localization To Nucleus,5.68805350299923e-09,2.888321732405259,54.83449272472265
GO:0035987,Endodermal Cell Differentiation,5.891068968355227e-09,10.750660522273426,203.7231717296617
GO:0032210,Regulation Of Telomere Maintenance Via Telomerase,6.274941065491074e-09,5.469522783724969,103.3012454978229
GO:0048584,Positive Regulation Of Response To Stimulus,6.485251381694761e-09,3.836468290677357,72.33175747188167
GO:0006260,DNA Replication,7.0364512363055105e-09,3.977016029593095,74.65718870537495
GO:0002573,Myeloid Leukocyte Differentiation,7.269160745454421e-09,4.056094929881338,76.00969792139718
GO:0030099,Myeloid Cell Differentiation,7.379520573040312e-09,4.870689655172414,91.20150687368526
GO:0006352,DNA-templated Transcription Initiation,7.5779295834895e-09,4.715473441108545,88.17004413944323
GO:0000082,G1/S Transition Of Mitotic Cell Cycle,7.734236111151441e-09,4.451655629139073,83.14628375673834
GO:0097193,Intrinsic Apoptotic Signaling Pathway,7.823983792050837e-09,3.110304341109223,58.05716469773876
